ID,Code,Name,ATS,BEDS,Category,Students,FAX,Phone,Principal,PrincipalsPhone
516,K405,Midwood High School,22K405         ,332200011405,High school,3938,NULL,NULL,NULL,NULL
517,K690,Brooklyn Studio Secondary School,21K690         ,332100011690,Secondary School,875,NULL,NULL,NULL,NULL
518,M057,James Weldon Johnson,04M057         ,310400010057,K-8,754,NULL,NULL,NULL,NULL
519,M188,P.S. 188 The Island School,01M188         ,310100010188,K-8,387,NULL,NULL,NULL,NULL
520,M286,I.S. M286 Renaissance Leadership Academy,05M286         ,310500010286,Junior High-Intermediate-Middle,254,NULL,NULL,NULL,NULL
522,M600,The High School of Fashion Industries,02M600         ,310200011600,High school,1674,NULL,NULL,NULL,NULL
523,Q068,P.S. 068 Cambridge,24Q068         ,342400010068,Elementary,816,NULL,NULL,NULL,NULL
524,Q485,Grover Cleveland High School,24Q485         ,342400011485,High school,2664,NULL,NULL,NULL,NULL
525,Q580,Baccalaureate School for Global Education,30Q580         ,343000011580,Secondary School,424,NULL,NULL,NULL,NULL
526,R023,P.S. 023 Richmondtown,31R023         ,353100010023,Elementary,530,NULL,NULL,NULL,NULL
527,X051,P.S. 051 Bronx New School,10X051         ,321000010051,Elementary,280,NULL,NULL,NULL,NULL
529,X280,P.S./M.S. 280 Mosholu Parkway,10X280         ,321000010280,K-8,803,NULL,NULL,NULL,NULL
530,K016,P.S. 016 Leonard Dunkly,14K016         ,331400010016,Elementary,355,NULL,NULL,NULL,NULL
531,K032,P.S. 032 Samuel Mills Sprole,15K032         ,331500010032,Elementary,307,NULL,NULL,NULL,NULL
532,K249,P.S. 249 The Caton,17K249         ,331700010249,Elementary,727,NULL,NULL,NULL,NULL
533,K265,Dr. Susan S. McKinney Secondary School of the Arts,13K265         ,331300010265,Secondary School,521,NULL,NULL,NULL,NULL
534,K548,Brooklyn School for Music & Theatre,17K548         ,331700011548,High school,411,NULL,NULL,NULL,NULL
537,Q020,P.S. 020 John Bowne,25Q020         ,342500010020,Elementary,1414,NULL,NULL,NULL,NULL
538,Q195,P.S. 195 William Haberle,29Q195         ,342900010195,Elementary,695,NULL,NULL,NULL,NULL
539,Q811,P.S. Q811,75Q811         ,307500014811,K-12 all grades,345,NULL,NULL,NULL,NULL
540,R035,P.S. 35 The Clove Valley School,31R035         ,353100010035,Elementary,346,NULL,NULL,NULL,NULL
541,R051,I.S. 051 Edwin Markham,31R051         ,353100010051,Junior High-Intermediate-Middle,1080,NULL,NULL,NULL,NULL
542,X023,P.S. 023 The New Childrens School,10X023         ,321000010023,Early Childhood,579,NULL,NULL,NULL,NULL
543,X111,P.S. 111 Seton Falls,11X111         ,321100010111,Elementary,655,NULL,NULL,NULL,NULL
544,X194,PS/MS 194,11X194         ,321100010194,K-8,1338,NULL,NULL,NULL,NULL
545,X413,Bronx High School for Medical Science,09X413         ,320900011413,Secondary School,458,NULL,NULL,NULL,NULL
546,K068,I.S. 068 Isaac Bildersee,18K068         ,331800010068,Junior High-Intermediate-Middle,997,NULL,NULL,NULL,NULL
547,K485,High School of  Telecommunication Arts and Technology,20K485         ,332000011485,High school,1291,NULL,NULL,NULL,NULL
548,M034,P.S. 034 Franklin D. Roosevelt,01M034         ,310100010034,K-8,410,NULL,NULL,NULL,NULL
549,M680,Heritage School The,04M680         ,310400011680,High school,318,NULL,NULL,NULL,NULL
550,Q013,P.S. 013 Clement C. Moore,24Q013         ,342400010013,Elementary,1325,NULL,NULL,NULL,NULL
551,Q128,P.S. 128 The Lorraine Tuzzo Juniper Valley Elementary School,24Q128         ,342400010128,K-8,545,NULL,NULL,NULL,NULL
552,Q144,P.S. 144 Col Jeromus Remsen,28Q144         ,342800010144,Elementary,697,NULL,NULL,NULL,NULL
553,Q242,P.S. 242 Leonard P. Stavisky Early Childhood School,25Q242         ,342500010242,Elementary,374,NULL,NULL,NULL,NULL
555,K096,I.S. 096 Seth Low,21K096         ,332100010096,Junior High-Intermediate-Middle,1003,NULL,NULL,NULL,NULL
556,K410,Abraham Lincoln High School,21K410         ,332100011410,High school,2533,NULL,NULL,NULL,NULL
557,M006,P.S. 006 Lillie D. Blake,02M006         ,310200010006,Elementary,793,NULL,NULL,NULL,NULL
558,M692,High School for Mathematics Science and Engineering at City College,05M692         ,310500011692,High school,424,NULL,NULL,NULL,NULL
559,Q156,P.S. 156 Laurelton,29Q156         ,342900010156,K-8,803,NULL,NULL,NULL,NULL
560,X159,P.S. 159 Luis Munoz Marin Biling,10X159         ,321000010159,Elementary,219,NULL,NULL,NULL,NULL
561,X175,P.S. 175 City Island,11X175         ,321100010175,K-8,381,NULL,NULL,NULL,NULL
562,K116,P.S. 116 Elizabeth L Farrell,32K116         ,333200010116,Elementary,512,NULL,NULL,NULL,NULL
563,K214,P.S. 214 Michael Friedsam,19K214         ,331900010214,Elementary,1118,NULL,NULL,NULL,NULL
564,K349,I.S. 349 Math Science & Tech.,32K349         ,333200010349,Junior High-Intermediate-Middle,518,NULL,NULL,NULL,NULL
565,M145,P.S. 145 The Bloomingdale School,03M145         ,310300010145,Elementary,473,NULL,NULL,NULL,NULL
566,M243,M.S. 243 Center School,03M243         ,310300010243,Junior High-Intermediate-Middle,210,NULL,NULL,NULL,NULL
567,Q009,P.S. 009,75Q009         ,307500014009,K-12 all grades,431,NULL,NULL,NULL,NULL
568,Q120,P.S. 120 Queens,25Q120         ,342500010120,Elementary,845,NULL,NULL,NULL,NULL
569,X008,P.S. 008 Issac Varian,10X008         ,321000010008,Elementary,1180,NULL,NULL,NULL,NULL
571,K104,P.S./I.S. 104 The Fort Hamilton School,20K104         ,332000010104,K-8,1296,NULL,NULL,NULL,NULL
572,K202,P.S. 202 Ernest S. Jenkyns,19K202         ,331900010202,K-8,976,NULL,NULL,NULL,NULL
573,M173,P.S. 173,06M173         ,310600010173,Elementary,707,NULL,NULL,NULL,NULL
574,M459,Manhattan International High School,02M459         ,310200011459,High school,309,NULL,NULL,NULL,NULL
575,M570,Satellite Academy High School,02M570         ,310200011570,High school,910,NULL,NULL,NULL,NULL
576,Q450,Long Island City High School,30Q450         ,343000011450,High school,3300,NULL,NULL,NULL,NULL
577,X036,P.S. 036 Unionport,08X036         ,320800010036,Elementary,721,NULL,NULL,NULL,NULL
578,X151,J.H.S. 151 Lou Gehrig,07X151         ,320700010151,Junior High-Intermediate-Middle,280,NULL,NULL,NULL,NULL
579,X682,Fannie Lou Hamer Freedom High School,12X682         ,321200011682,High school,514,NULL,NULL,NULL,NULL
580,K108,P.S. 108 Sal Abbracciamento,19K108         ,331900010108,Elementary,962,NULL,NULL,NULL,NULL
581,K206,P.S. 206 Joseph F Lamb,22K206         ,332200010206,K-8,1348,NULL,NULL,NULL,NULL
582,K321,P.S. 321 William Penn,15K321         ,331500010321,Elementary,1325,NULL,NULL,NULL,NULL
583,K525,Edward R. Murrow High School,21K525         ,332100011525,High school,3947,NULL,NULL,NULL,NULL
584,Q152,P.S. 152 Gwendoline N. Alleyne School,30Q152         ,343000010152,Elementary,1305,NULL,NULL,NULL,NULL
585,Q250,I.S. 250 The Robert F. Kennedy Community Middle School,25Q250         ,342500010250,Junior High-Intermediate-Middle,392,NULL,NULL,NULL,NULL
586,K218,J.H.S. 218 James P. Sinnott,19K218         ,331900010218,Junior High-Intermediate-Middle,638,NULL,NULL,NULL,NULL
587,M149,P.S. 149 Sojourner Truth,03M149         ,310300010149,K-8,427,NULL,NULL,NULL,NULL
588,M247,M.S. M247 Dual Language Middle School,03M247         ,310300010247,Junior High-Intermediate-Middle,192,NULL,NULL,NULL,NULL
589,Q124,P.S. 124 Osmond A Church,27Q124         ,342700010124,K-8,1201,NULL,NULL,NULL,NULL
590,X445,Bronx High School of Science,10X445         ,321000011445,High school,2941,NULL,NULL,NULL,NULL
591,K100,P.S. 100 The Coney Island School,21K100         ,332100010100,Elementary,697,NULL,NULL,NULL,NULL
592,K489,W.E.B. Dubois Academic High School,17K489         ,331700011489,High school,258,NULL,NULL,NULL,NULL
593,M153,P.S. 153 Adam Clayton Powell,06M153         ,310600010153,Elementary,995,NULL,NULL,NULL,NULL
594,Q017,P.S. 017 Henry David Thoreau,30Q017         ,343000010017,Elementary,674,NULL,NULL,NULL,NULL
595,Q148,P.S. 148 Queens,30Q148         ,343000010148,Elementary,1147,NULL,NULL,NULL,NULL
596,Q430,Francis Lewis High School,26Q430         ,342600011430,High school,4460,NULL,NULL,NULL,NULL
598,K329,P.S. 329 Surfside,21K329         ,332100010329,Elementary,559,NULL,NULL,NULL,NULL
599,Q005,I.S. 5 - The Walter Crowley Intermediate School,24Q005         ,342400010005,Junior High-Intermediate-Middle,1515,NULL,NULL,NULL,NULL
600,X004,P.S./M.S. 004 Crotona Park West,09X004         ,320900010004,K-8,427,NULL,NULL,NULL,NULL
601,X179,P.S. 179,07X179         ,320700010179,Elementary,406,NULL,NULL,NULL,NULL
602,X277,P.S. 277,07X277         ,320700010277,Elementary,519,NULL,NULL,NULL,NULL
603,X690,Monroe Academy for Business/Law,12X690         ,321200011690,High school,461,NULL,NULL,NULL,NULL
604,K114,P.S. 114 Ryder Elementary,18K114         ,331800010114,Elementary,844,NULL,NULL,NULL,NULL
605,K347,I.S. 347 School of Humanities,32K347         ,333200010347,Junior High-Intermediate-Middle,542,NULL,NULL,NULL,NULL
606,M143,J.H.S. 143 Eleanor Roosevelt,06M143         ,310600010143,Junior High-Intermediate-Middle,751,NULL,NULL,NULL,NULL
607,M241,STEM Institute of Manhattan,03M241         ,310300010241,K-8,232,NULL,NULL,NULL,NULL
608,M429,Legacy School for Integrated Studies,02M429         ,310200011429,High school,394,NULL,NULL,NULL,NULL
609,Q007,P.S. 007 Louis F. Simeone,24Q007         ,342400010007,Elementary,1230,NULL,NULL,NULL,NULL
610,X006,P.S. 006 West Farms,12X006         ,321200010006,Elementary,750,NULL,NULL,NULL,NULL
611,X279,P.S. 279 Captain Manuel Rivera Jr.,10X279         ,321000010279,K-8,958,NULL,NULL,NULL,NULL
612,X390,M.S. 390,10X390         ,321000010390,Junior High-Intermediate-Middle,550,NULL,NULL,NULL,NULL
613,X692,Monroe Academy for Visual Arts & Design,12X692         ,321200011692,High school,472,NULL,NULL,NULL,NULL
614,K200,P.S. 200 Benson School,20K200         ,332000010200,Elementary,1314,NULL,NULL,NULL,NULL
615,M155,P.S. 155 William Paca,04M155         ,310400010155,Elementary,402,NULL,NULL,NULL,NULL
616,M171,P.S. 171 Patrick Henry,04M171         ,310400010171,K-8,648,NULL,NULL,NULL,NULL
617,M457,George Washington Yabc,06M457         ,NULL,High school,223,NULL,NULL,NULL,NULL
618,Q019,P.S. 019 Marino Jeantet,24Q019         ,342400010019,Elementary,1982,NULL,NULL,NULL,NULL
2017,K901,G. Westinghouse Evening H.S.,13K901         ,NULL,Ungraded,NULL,NULL,NULL,NULL,NULL
620,K078,J.H.S. 078 Roy H. Mann,22K078         ,332200010078,Junior High-Intermediate-Middle,1145,NULL,NULL,NULL,NULL
621,K094,P.S. 094 The Henry Longfellow,15K094         ,331500010094,Elementary,1137,NULL,NULL,NULL,NULL
622,K323,P.S./I.S. 323,23K323         ,332300010323,K-8,583,NULL,NULL,NULL,NULL
623,K625,Paul Robeson High School,17K625         ,331700011625,High school,1017,NULL,NULL,NULL,NULL
624,M004,P.S. 004 Duke Ellington,06M004         ,310600010004,Elementary,645,NULL,NULL,NULL,NULL
2018,K902,Westinghouse Evening Hs T/R,13K902         ,NULL,Ungraded,NULL,NULL,NULL,NULL,NULL
626,Q154,P.S. 154 Queens,25Q154         ,342500010154,Elementary,632,NULL,NULL,NULL,NULL
627,X157,P.S. 157 Grove Hill,07X157         ,320700010157,Elementary,593,NULL,NULL,NULL,NULL
628,K066,P.S. 66,18K066         ,331800010066,K-8,749,NULL,NULL,NULL,NULL
629,Q011,P.S. 011 Kathryn Phelan,30Q011         ,343000010011,Elementary,1235,NULL,NULL,NULL,NULL
630,Q126,Albert Shanker School for Visual and Performing Arts,30Q126         ,343000010126,Junior High-Intermediate-Middle,625,NULL,NULL,NULL,NULL
631,R069,P.S. 069 Daniel D. Tompkins,31R069         ,353100010069,Elementary,928,NULL,NULL,NULL,NULL
632,X145,J.H.S. 145 Arturo Toscanini,09X145         ,320900010145,Junior High-Intermediate-Middle,495,NULL,NULL,NULL,NULL
633,M036,P.S. 036 Margaret Douglas,05M036         ,310500010036,Elementary,597,NULL,NULL,NULL,NULL
634,M151,Yorkville Community School,02M151         ,310200010151,Early Childhood,72,NULL,NULL,NULL,NULL
635,Q015,P.S. 015 Jackie Robinson,29Q015         ,342900010015,Elementary,438,NULL,NULL,NULL,NULL
636,Q146,P.S. 146 Howard Beach,27Q146         ,342700010146,K-8,702,NULL,NULL,NULL,NULL
637,X030,P.S. 030 Wilton,07X030         ,320700010030,Elementary,493,NULL,NULL,NULL,NULL
638,X660,Grace Dodge Career and Technical Education High School,10X660         ,321000011660,High school,1467,NULL,NULL,NULL,NULL
639,K098,I.S. 98 Bay Academy,21K098         ,332100010098,Junior High-Intermediate-Middle,1104,NULL,NULL,NULL,NULL
640,K110,P.S. 110 The Monitor,14K110         ,331400010110,Elementary,360,NULL,NULL,NULL,NULL
641,K327,P.S. 327 Dr. Rose B. English,23K327         ,332300010327,K-8,779,NULL,NULL,NULL,NULL
642,M008,P.S. 008 Luis Belliard,06M008         ,310600010008,Elementary,588,NULL,NULL,NULL,NULL
643,M425,Leadership and Public Service High School,02M425         ,310200011425,High school,646,NULL,NULL,NULL,NULL
644,Q158,M.S. 158 Marie Curie,26Q158         ,342600010158,Junior High-Intermediate-Middle,1055,NULL,NULL,NULL,NULL
645,Q256,P.S. Q256,75Q256         ,307500014256,K-12 all grades,409,NULL,NULL,NULL,NULL
646,Q575,Academy of American Studies,30Q575         ,343000011575,High school,706,NULL,NULL,NULL,NULL
648,K062,J.H.S. 062 Ditmas,20K062         ,332000010062,Junior High-Intermediate-Middle,1206,NULL,NULL,NULL,NULL
649,K216,P.S. 216 Arturo Toscanini,21K216         ,332100010216,Elementary,455,NULL,NULL,NULL,NULL
650,K535,Leon M. Goldstein High School for the Sciences,22K535         ,332200011535,High school,1049,NULL,NULL,NULL,NULL
651,M245,M.S. M245 The Computer School,03M245         ,310300010245,Junior High-Intermediate-Middle,395,NULL,NULL,NULL,NULL
652,M449,Vanguard High School,02M449         ,310200011449,High school,431,NULL,NULL,NULL,NULL
653,Q122,P.S. 122 Mamie Fay,30Q122         ,343000010122,K-8,1396,NULL,NULL,NULL,NULL
654,X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),10X141         ,321000011141,Secondary School,1302,NULL,NULL,NULL,NULL
655,X427,Community School for Social Justice,07X427         ,320700011427,High school,343,NULL,NULL,NULL,NULL
656,X696,High School of American Studies at Lehman College,10X696         ,321000011696,High school,352,NULL,NULL,NULL,NULL
657,K090,P.S. 90 Edna Cohen School,21K090         ,332100010090,Elementary,506,NULL,NULL,NULL,NULL
658,K106,P.S. 106 Edward Everett Hale,32K106         ,333200010106,Elementary,633,NULL,NULL,NULL,NULL
659,M175,P.S. 175 Henry H Garnet,05M175         ,310500010175,Elementary,413,NULL,NULL,NULL,NULL
660,Q150,P.S. 150 Queens,30Q150         ,343000010150,Elementary,1244,NULL,NULL,NULL,NULL
661,X153,P.S. 153 Helen Keller,11X153         ,321100010153,Elementary,594,NULL,NULL,NULL,NULL
662,X455,Harry S Truman High School,11X455         ,321100011455,High school,2131,NULL,NULL,NULL,NULL
663,X684,Wings Academy,12X684         ,321200011684,High school,512,NULL,NULL,NULL,NULL
664,K077,P.S. K077,75K077         ,307500013077,K-12 all grades,294,NULL,NULL,NULL,NULL
665,K093,P.S. 093 William H. Prescott,13K093         ,331300010093,Elementary,402,NULL,NULL,NULL,NULL
666,K109,P.S. 109,22K109         ,332200010109,K-8,635,NULL,NULL,NULL,NULL
667,K207,P.S. 207 Elizabeth G. Leary,22K207         ,332200010207,K-8,1179,NULL,NULL,NULL,NULL
668,K620,William E. Grady Career and Technical Education High School,21K620         ,332100011620,High school,1366,NULL,NULL,NULL,NULL
669,M003,P.S. 003 Charrette School,02M003         ,310200010003,Elementary,625,NULL,NULL,NULL,NULL
670,M575,Manhattan Comprehensive Night and Day High School,02M575         ,310200011575,High school,862,NULL,NULL,NULL,NULL
671,Q153,P.S. 153 Maspeth Elem,24Q153         ,342400010153,Elementary,1413,NULL,NULL,NULL,NULL
672,Q251,P.S. 251 Queens,29Q251         ,342900010251,Elementary,372,NULL,NULL,NULL,NULL
673,Q455,Newtown High School,24Q455         ,342400011455,High school,3015,NULL,NULL,NULL,NULL
674,X152,P.S. 152 Evergreen,08X152         ,320800010152,Elementary,920,NULL,NULL,NULL,NULL
675,K065,P.S. 065,19K065         ,331900010065,Elementary,584,NULL,NULL,NULL,NULL
676,K219,P.S. 219 Kennedy-King,18K219         ,331800010219,Elementary,842,NULL,NULL,NULL,NULL
677,M146,P.S. 146 Ann M. Short,04M146         ,310400010146,Elementary,480,NULL,NULL,NULL,NULL
678,M448,University Neighborhood High School,01M448         ,310100011448,High school,532,NULL,NULL,NULL,NULL
679,Q125,I.S. 125 Thom J. McCann Woodside,24Q125         ,342400010125,Junior High-Intermediate-Middle,1617,NULL,NULL,NULL,NULL
680,Q141,I.S. 141 The Steinway,30Q141         ,343000010141,Junior High-Intermediate-Middle,996,NULL,NULL,NULL,NULL
681,R080,The Michael J. Petrides School,31R080         ,353100011080,K-12 all grades,1320,NULL,NULL,NULL,NULL
682,X140,P.S. X140 The Eagle School,08X140         ,320800010140,Elementary,599,NULL,NULL,NULL,NULL
683,X442,Celia Cruz Bronx High School of Music The,10X442         ,321000011442,High school,365,NULL,NULL,NULL,NULL
684,K101,P.S. 101 The Verrazano,21K101         ,332100010101,Elementary,856,NULL,NULL,NULL,NULL
685,K656,Brooklyn High School of the Arts,15K656         ,331500011656,High school,608,NULL,NULL,NULL,NULL
686,K771,P.S. K771,75K771         ,307500013771,K-12 all grades,374,NULL,NULL,NULL,NULL
687,M150,P.S. 150,02M150         ,310200010150,Elementary,181,NULL,NULL,NULL,NULL
688,M685,Bread & Roses Integrated Arts High School,05M685         ,310500011685,High school,512,NULL,NULL,NULL,NULL
689,Q014,P.S. 014 Fairview,24Q014         ,342400010014,Elementary,1490,NULL,NULL,NULL,NULL
690,Q149,P.S. 149 Christa Mcauliffe,30Q149         ,343000010149,Elementary,1177,NULL,NULL,NULL,NULL
691,R373,P.S. R373,75R373         ,307500015373,K-8,378,NULL,NULL,NULL,NULL
692,X033,P.S. 033 Timothy Dwight,10X033         ,321000010033,Elementary,954,NULL,NULL,NULL,NULL
693,K113,M.S. 113 Ronald Edmonds Learning Center,13K113         ,331300010113,Junior High-Intermediate-Middle,934,NULL,NULL,NULL,NULL
694,K211,I.S. 211 John Wilson,18K211         ,331800010211,Junior High-Intermediate-Middle,821,NULL,NULL,NULL,NULL
697,Q002,P.S. 002 Alfred Zimberg,30Q002         ,343000010002,Elementary,647,NULL,NULL,NULL,NULL
698,X005,PS 5 Port Morris,07X005         ,320700010005,Elementary,588,NULL,NULL,NULL,NULL
699,X176,P.S. X176,75X176         ,307500012176,K-12 all grades,657,NULL,NULL,NULL,NULL
700,X691,Bronx Little School,12X691         ,321200011691,Elementary,207,NULL,NULL,NULL,NULL
701,K061,M.S. 061 Dr. Gladstone H. Atwell,17K061         ,331700010061,Junior High-Intermediate-Middle,1158,NULL,NULL,NULL,NULL
702,K215,P.S. 215 Morris H. Weiss,21K215         ,332100010215,Elementary,738,NULL,NULL,NULL,NULL
703,K346,P.S. 346 Abe Stark,19K346         ,331900010346,Elementary,786,NULL,NULL,NULL,NULL
704,K419,Science Skills Center High School for Science Technology and the Creative Arts,13K419         ,331300011419,High school,794,NULL,NULL,NULL,NULL
705,K530,Metropolitan Corporate Academy High School,15K530         ,331500011530,High school,408,NULL,NULL,NULL,NULL
706,M142,P.S. 142 Amalia Castro,01M142         ,310100010142,Elementary,416,NULL,NULL,NULL,NULL
707,R060,P.S. 060 Alice Austen,31R060         ,353100010060,Elementary,916,NULL,NULL,NULL,NULL
708,X009,P.S. 9 Ryer Avenue Elementary School,10X009         ,321000010009,Elementary,670,NULL,NULL,NULL,NULL
709,X695,Passages Academy,79X695         ,NULL,K-12 all grades,336,NULL,NULL,NULL,NULL
710,K073,P.S. 073 Thomas S. Boyland,23K073         ,332300010073,K-8,504,NULL,NULL,NULL,NULL
711,K105,P.S. 105 The Blythebourne,20K105         ,332000010105,Elementary,1605,NULL,NULL,NULL,NULL
712,M154,P.S. 154 Harriet Tubman,05M154         ,310500010154,Elementary,398,NULL,NULL,NULL,NULL
713,Q018,P.S. 018 Winchester,26Q018         ,342600010018,Elementary,487,NULL,NULL,NULL,NULL
714,Q435,Martin Van Buren High School,26Q435         ,342600011435,High school,2809,NULL,NULL,NULL,NULL
715,Q566,Queens High School of Teaching Liberal Arts and the Sciences,26Q566         ,342600011566,High school,1177,NULL,NULL,NULL,NULL
716,X037,P.S. X037 - Multiple Intelligence School,10X037         ,321000010037,K-8,586,NULL,NULL,NULL,NULL
717,K097,P.S. 97 The Highlawn,21K097         ,332100010097,Elementary,796,NULL,NULL,NULL,NULL
718,M007,P.S. 007 Samuel Stern,04M007         ,310400010007,K-8,448,NULL,NULL,NULL,NULL
719,M178,Professor Juan Bosch Public School,06M178         ,310600010178,Early Childhood,229,NULL,NULL,NULL,NULL
720,M420,High School for Health Professions and Human Services,02M420         ,310200011420,High school,1695,NULL,NULL,NULL,NULL
721,Q157,J.H.S. 157 Stephen A. Halsey,28Q157         ,342800010157,Junior High-Intermediate-Middle,1076,NULL,NULL,NULL,NULL
722,Q255,P.S. Q255,75Q255         ,307500014255,K-12 all grades,404,NULL,NULL,NULL,NULL
723,X001,P.S. 001 Courtlandt School,07X001         ,320700010001,Elementary,698,NULL,NULL,NULL,NULL
724,K069,P.S. 69 Vincent D. Grippo School,20K069         ,332000010069,Elementary,878,NULL,NULL,NULL,NULL
725,M035,P.S. 035,75M035         ,307500011035,K-12 all grades,276,NULL,NULL,NULL,NULL
726,Q010,I.S. 010 Horace Greeley,30Q010         ,343000010010,Junior High-Intermediate-Middle,961,NULL,NULL,NULL,NULL
727,Q129,P.S. 129 Patricia Larkin,25Q129         ,342500010129,Elementary,947,NULL,NULL,NULL,NULL
728,Q145,I.S. 145 Joseph Pulitzer,30Q145         ,343000010145,Junior High-Intermediate-Middle,1961,NULL,NULL,NULL,NULL
729,X144,J.H.S. 144 Michelangelo,11X144         ,321100010144,Junior High-Intermediate-Middle,1052,NULL,NULL,NULL,NULL
730,M450,East Side Community School,01M450         ,310100011450,Secondary School,559,NULL,NULL,NULL,NULL
731,Q012,P.S. 012 James B. Colgate,24Q012         ,342400010012,Elementary,1237,NULL,NULL,NULL,NULL
732,Q147,PS/MS 147 Ronald McNair,29Q147         ,342900010147,K-8,861,NULL,NULL,NULL,NULL
733,Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,24Q560         ,342400011560,Secondary School,551,NULL,NULL,NULL,NULL
734,X031,P.S./M.S. 031 The William Lloyd Garrison,07X031         ,320700010031,K-8,721,NULL,NULL,NULL,NULL
735,X146,P.S. 146 Edward Collins,08X146         ,320800010146,Elementary,493,NULL,NULL,NULL,NULL
736,K099,P.S. 099 Isaac Asimov,21K099         ,332100010099,K-8,698,NULL,NULL,NULL,NULL
737,K340,I.S. 340,17K340         ,331700010340,Junior High-Intermediate-Middle,284,NULL,NULL,NULL,NULL
738,M009,P.S. 009 Sarah Anderson,03M009         ,310300010009,Elementary,566,NULL,NULL,NULL,NULL
740,Q670,Robert F. Kennedy Community High School,25Q670         ,342500011670,High school,723,NULL,NULL,NULL,NULL
741,X003,P.S. 3 Raul Julia Micro Society,10X003         ,321000010003,K-8,442,NULL,NULL,NULL,NULL
742,K119,P.S. 119 Amersfort,22K119         ,332200010119,Elementary,515,NULL,NULL,NULL,NULL
743,K217,P.S. 217 Colonel David Marcus School,22K217         ,332200010217,Elementary,1285,NULL,NULL,NULL,NULL
744,M242,P.S. 242 - The Young Diplomats Magnet Academy,03M242         ,310300010242,Elementary,218,NULL,NULL,NULL,NULL
745,Q008,J.H.S. 008 Richard S. Grossley,28Q008         ,342800010008,Junior High-Intermediate-Middle,716,NULL,NULL,NULL,NULL
746,Q123,P.S. 123,27Q123         ,342700010123,Elementary,648,NULL,NULL,NULL,NULL
747,Q425,John Bowne High School,25Q425         ,342500011425,High school,3114,NULL,NULL,NULL,NULL
748,X440,DeWitt Clinton High School,10X440         ,321000011440,High school,4444,NULL,NULL,NULL,NULL
749,K075,P.S. 075 Mayda Cortiella,32K075         ,333200010075,Elementary,637,NULL,NULL,NULL,NULL
750,K091,P.S. 091 The Albany Avenue School,17K091         ,331700010091,Elementary,791,NULL,NULL,NULL,NULL
751,K107,P.S. 107 John W. Kimball,15K107         ,331500010107,Elementary,478,NULL,NULL,NULL,NULL
753,Q151,P.S. 151 Mary D. Carter,30Q151         ,343000010151,Elementary,605,NULL,NULL,NULL,NULL
754,X452,Bronx Guild,08X452         ,320800011452,High school,320,NULL,NULL,NULL,NULL
755,K095,P.S. 095 The Gravesend,21K095         ,332100010095,K-8,1017,NULL,NULL,NULL,NULL
756,K209,P.S. 209 Margaret Mead,21K209         ,332100010209,K-8,731,NULL,NULL,NULL,NULL
757,M005,P.S. 005 Ellen Lurie,06M005         ,310600010005,Elementary,789,NULL,NULL,NULL,NULL
758,X154,P.S. 154 Jonathan D. Hyatt,07X154         ,320700010154,Elementary,536,NULL,NULL,NULL,NULL
759,K067,P.S. 067 Charles A. Dorsey,13K067         ,331300010067,Elementary,228,NULL,NULL,NULL,NULL
760,M033,P.S. 033 Chelsea Prep,02M033         ,310200010033,Elementary,355,NULL,NULL,NULL,NULL
762,M565,Urban Academy Laboratory High School,02M565         ,310200011565,High school,145,NULL,NULL,NULL,NULL
763,Q127,P.S. 127 Aerospace Science Magne,30Q127         ,343000010127,K-8,1277,NULL,NULL,NULL,NULL
764,Q143,P.S. 143 Louis Armstrong,24Q143         ,342400010143,Elementary,1424,NULL,NULL,NULL,NULL
765,X142,MS 142 John Philip Sousa,11X142         ,321100010142,Junior High-Intermediate-Middle,955,NULL,NULL,NULL,NULL
767,K071,Juan Morel Campos Secondary School,14K071         ,331400011071,Secondary School,906,NULL,NULL,NULL,NULL
768,M152,P.S. 152 Dyckman Valley,06M152         ,310600010152,Elementary,825,NULL,NULL,NULL,NULL
769,Q016,P.S. Q016 The Nancy DeBenedittis School,24Q016         ,342400010016,Elementary,1483,NULL,NULL,NULL,NULL
770,X035,P.S. 035 Franz Siegel,09X035         ,320900010035,Elementary,715,NULL,NULL,NULL,NULL
771,K115,P.S. 115 Daniel Mucatel School,18K115         ,331800010115,Elementary,1247,NULL,NULL,NULL,NULL
772,K213,P.S. 213 New Lots,19K213         ,331900010213,Elementary,455,NULL,NULL,NULL,NULL
773,K328,P.S. 328 Phyllis Wheatley,19K328         ,331900010328,K-8,568,NULL,NULL,NULL,NULL
774,M140,P.S. 140 Nathan Straus,01M140         ,310100010140,K-8,416,NULL,NULL,NULL,NULL
775,M442,Ballet Tech NYC Public School for Dance,02M442         ,310200011442,K-12 all grades,144,NULL,NULL,NULL,NULL
776,Q004,P.S. Q004,75Q004         ,307500014004,K-12 all grades,436,NULL,NULL,NULL,NULL
777,Q690,High School for Law Enforcement and Public Safety,28Q690         ,342800011690,High school,565,NULL,NULL,NULL,NULL
778,Q993,P.S. Q993,75Q993         ,307500014993,K-12 all grades,397,NULL,NULL,NULL,NULL
779,X007,P.S. 007 Kingsbridge,10X007         ,321000010007,Elementary,548,NULL,NULL,NULL,NULL
780,X178,P.S. 178 - Dr. Selman Waksman,11X178         ,321100010178,Elementary,457,NULL,NULL,NULL,NULL
